python C:/Users/Administrator/Desktop/NPNS-test/seal_link_pred.py --dataset f_data --num_hops 1 --epochs 100 --model GCN --batch_size 32 --hidden_channels 256 --dropout 0.5
Epoch: 01, Train Loss: 0.3799, Valid Loss: 0.3776, Train AUC: 0.9128, Valid AUC: 0.9299, AUPR: 0.9444, F1 score: 0.8802, Accuracy: 0.8814, Recall: 0.8711, Specificity: 0.8918, Precision: 0.8895, MCC: 0.7630
Epoch: 02, Train Loss: 0.3654, Valid Loss: 0.3362, Train AUC: 0.9206, Valid AUC: 0.9305, AUPR: 0.9422, F1 score: 0.8788, Accuracy: 0.8763, Recall: 0.8969, Specificity: 0.8557, Precision: 0.8614, MCC: 0.7532
Epoch: 03, Train Loss: 0.3570, Valid Loss: 0.3333, Train AUC: 0.9228, Valid AUC: 0.9318, AUPR: 0.9454, F1 score: 0.8756, Accuracy: 0.8763, Recall: 0.8711, Specificity: 0.8814, Precision: 0.8802, MCC: 0.7526
Epoch: 04, Train Loss: 0.3498, Valid Loss: 0.3320, Train AUC: 0.9246, Valid AUC: 0.9314, AUPR: 0.9453, F1 score: 0.8772, Accuracy: 0.8737, Recall: 0.9021, Specificity: 0.8454, Precision: 0.8537, MCC: 0.7486
Epoch: 05, Train Loss: 0.3453, Valid Loss: 0.3182, Train AUC: 0.9246, Valid AUC: 0.9323, AUPR: 0.9457, F1 score: 0.8769, Accuracy: 0.8763, Recall: 0.8814, Specificity: 0.8711, Precision: 0.8724, MCC: 0.7526
Epoch: 06, Train Loss: 0.3543, Valid Loss: 0.3210, Train AUC: 0.9216, Valid AUC: 0.9290, AUPR: 0.9439, F1 score: 0.8808, Accuracy: 0.8814, Recall: 0.8763, Specificity: 0.8866, Precision: 0.8854, MCC: 0.7629
Epoch: 07, Train Loss: 0.3497, Valid Loss: 0.3213, Train AUC: 0.9229, Valid AUC: 0.9344, AUPR: 0.9472, F1 score: 0.8756, Accuracy: 0.8763, Recall: 0.8711, Specificity: 0.8814, Precision: 0.8802, MCC: 0.7526
Epoch: 08, Train Loss: 0.3396, Valid Loss: 0.3192, Train AUC: 0.9258, Valid AUC: 0.9315, AUPR: 0.9442, F1 score: 0.8744, Accuracy: 0.8711, Recall: 0.8969, Specificity: 0.8454, Precision: 0.8529, MCC: 0.7433
Epoch: 09, Train Loss: 0.3399, Valid Loss: 0.3223, Train AUC: 0.9272, Valid AUC: 0.9292, AUPR: 0.9429, F1 score: 0.8718, Accuracy: 0.8711, Recall: 0.8763, Specificity: 0.8660, Precision: 0.8673, MCC: 0.7423
Epoch: 10, Train Loss: 0.3383, Valid Loss: 0.3127, Train AUC: 0.9260, Valid AUC: 0.9328, AUPR: 0.9464, F1 score: 0.8750, Accuracy: 0.8711, Recall: 0.9021, Specificity: 0.8402, Precision: 0.8495, MCC: 0.7437
Epoch: 11, Train Loss: 0.3383, Valid Loss: 0.3243, Train AUC: 0.9268, Valid AUC: 0.9337, AUPR: 0.9461, F1 score: 0.8796, Accuracy: 0.8814, Recall: 0.8660, Specificity: 0.8969, Precision: 0.8936, MCC: 0.7633
Epoch: 12, Train Loss: 0.3412, Valid Loss: 0.3149, Train AUC: 0.9264, Valid AUC: 0.9346, AUPR: 0.9469, F1 score: 0.8763, Accuracy: 0.8763, Recall: 0.8763, Specificity: 0.8763, Precision: 0.8763, MCC: 0.7526
Epoch: 13, Train Loss: 0.3398, Valid Loss: 0.3171, Train AUC: 0.9265, Valid AUC: 0.9326, AUPR: 0.9464, F1 score: 0.8772, Accuracy: 0.8737, Recall: 0.9021, Specificity: 0.8454, Precision: 0.8537, MCC: 0.7486
Epoch: 14, Train Loss: 0.3362, Valid Loss: 0.3222, Train AUC: 0.9277, Valid AUC: 0.9345, AUPR: 0.9468, F1 score: 0.8786, Accuracy: 0.8789, Recall: 0.8763, Specificity: 0.8814, Precision: 0.8808, MCC: 0.7577
Epoch: 15, Train Loss: 0.3418, Valid Loss: 0.3153, Train AUC: 0.9271, Valid AUC: 0.9334, AUPR: 0.9467, F1 score: 0.8747, Accuracy: 0.8737, Recall: 0.8814, Specificity: 0.8660, Precision: 0.8680, MCC: 0.7475
Epoch: 16, Train Loss: 0.3381, Valid Loss: 0.3179, Train AUC: 0.9272, Valid AUC: 0.9327, AUPR: 0.9467, F1 score: 0.8747, Accuracy: 0.8737, Recall: 0.8814, Specificity: 0.8660, Precision: 0.8680, MCC: 0.7475
Epoch: 17, Train Loss: 0.3327, Valid Loss: 0.3321, Train AUC: 0.9296, Valid AUC: 0.9315, AUPR: 0.9453, F1 score: 0.8759, Accuracy: 0.8737, Recall: 0.8918, Specificity: 0.8557, Precision: 0.8607, MCC: 0.7479
Epoch: 18, Train Loss: 0.3319, Valid Loss: 0.3235, Train AUC: 0.9292, Valid AUC: 0.9320, AUPR: 0.9458, F1 score: 0.8792, Accuracy: 0.8789, Recall: 0.8814, Specificity: 0.8763, Precision: 0.8769, MCC: 0.7577
Epoch: 19, Train Loss: 0.3338, Valid Loss: 0.3236, Train AUC: 0.9274, Valid AUC: 0.9329, AUPR: 0.9465, F1 score: 0.8763, Accuracy: 0.8763, Recall: 0.8763, Specificity: 0.8763, Precision: 0.8763, MCC: 0.7526
Epoch: 20, Train Loss: 0.3381, Valid Loss: 0.3174, Train AUC: 0.9282, Valid AUC: 0.9328, AUPR: 0.9460, F1 score: 0.8760, Accuracy: 0.8789, Recall: 0.8557, Specificity: 0.9021, Precision: 0.8973, MCC: 0.7585
