python C:/Users/Administrator/Desktop/NPNS-test/seal_link_pred.py --dataset f_data --num_hops 1 --epochs 100 --model GCN --batch_size 32 --use_feature --hidden_channels 256 --dropout 0.5
Epoch: 01, Train Loss: 0.4056, Valid Loss: 0.3555, Train AUC: 0.9051, Valid AUC: 0.9339, AUPR: 0.9483, F1 score: 0.8753, Accuracy: 0.8789, Recall: 0.8505, Specificity: 0.9072, Precision: 0.9016, MCC: 0.7590
Epoch: 02, Train Loss: 0.3543, Valid Loss: 0.3313, Train AUC: 0.9232, Valid AUC: 0.9352, AUPR: 0.9489, F1 score: 0.8747, Accuracy: 0.8737, Recall: 0.8814, Specificity: 0.8660, Precision: 0.8680, MCC: 0.7475
Epoch: 03, Train Loss: 0.3433, Valid Loss: 0.3242, Train AUC: 0.9287, Valid AUC: 0.9347, AUPR: 0.9487, F1 score: 0.8786, Accuracy: 0.8789, Recall: 0.8763, Specificity: 0.8814, Precision: 0.8808, MCC: 0.7577
Epoch: 04, Train Loss: 0.3429, Valid Loss: 0.3178, Train AUC: 0.9279, Valid AUC: 0.9364, AUPR: 0.9500, F1 score: 0.8776, Accuracy: 0.8763, Recall: 0.8866, Specificity: 0.8660, Precision: 0.8687, MCC: 0.7527
Epoch: 05, Train Loss: 0.3420, Valid Loss: 0.3230, Train AUC: 0.9287, Valid AUC: 0.9373, AUPR: 0.9504, F1 score: 0.8786, Accuracy: 0.8789, Recall: 0.8763, Specificity: 0.8814, Precision: 0.8808, MCC: 0.7577
Epoch: 06, Train Loss: 0.3377, Valid Loss: 0.3190, Train AUC: 0.9313, Valid AUC: 0.9325, AUPR: 0.9463, F1 score: 0.8821, Accuracy: 0.8814, Recall: 0.8866, Specificity: 0.8763, Precision: 0.8776, MCC: 0.7629
Epoch: 07, Train Loss: 0.3330, Valid Loss: 0.3251, Train AUC: 0.9316, Valid AUC: 0.9413, AUPR: 0.9523, F1 score: 0.8776, Accuracy: 0.8763, Recall: 0.8866, Specificity: 0.8660, Precision: 0.8687, MCC: 0.7527
Epoch: 08, Train Loss: 0.3281, Valid Loss: 0.3131, Train AUC: 0.9330, Valid AUC: 0.9364, AUPR: 0.9500, F1 score: 0.8789, Accuracy: 0.8814, Recall: 0.8608, Specificity: 0.9021, Precision: 0.8978, MCC: 0.7635
Epoch: 09, Train Loss: 0.3279, Valid Loss: 0.3194, Train AUC: 0.9344, Valid AUC: 0.9370, AUPR: 0.9509, F1 score: 0.8789, Accuracy: 0.8814, Recall: 0.8608, Specificity: 0.9021, Precision: 0.8978, MCC: 0.7635
Epoch: 10, Train Loss: 0.3248, Valid Loss: 0.3076, Train AUC: 0.9352, Valid AUC: 0.9380, AUPR: 0.9503, F1 score: 0.8744, Accuracy: 0.8711, Recall: 0.8969, Specificity: 0.8454, Precision: 0.8529, MCC: 0.7433
Epoch: 11, Train Loss: 0.3203, Valid Loss: 0.3267, Train AUC: 0.9353, Valid AUC: 0.9411, AUPR: 0.9523, F1 score: 0.8971, Accuracy: 0.8995, Recall: 0.8763, Specificity: 0.9227, Precision: 0.9189, MCC: 0.7998
Epoch: 12, Train Loss: 0.3150, Valid Loss: 0.3117, Train AUC: 0.9374, Valid AUC: 0.9386, AUPR: 0.9489, F1 score: 0.8772, Accuracy: 0.8737, Recall: 0.9021, Specificity: 0.8454, Precision: 0.8537, MCC: 0.7486
Epoch: 13, Train Loss: 0.3137, Valid Loss: 0.2983, Train AUC: 0.9377, Valid AUC: 0.9444, AUPR: 0.9566, F1 score: 0.8895, Accuracy: 0.8943, Recall: 0.8505, Specificity: 0.9381, Precision: 0.9322, MCC: 0.7917
Epoch: 14, Train Loss: 0.3156, Valid Loss: 0.3035, Train AUC: 0.9372, Valid AUC: 0.9408, AUPR: 0.9533, F1 score: 0.8762, Accuracy: 0.8711, Recall: 0.9124, Specificity: 0.8299, Precision: 0.8429, MCC: 0.7448
Epoch: 15, Train Loss: 0.3208, Valid Loss: 0.3151, Train AUC: 0.9352, Valid AUC: 0.9451, AUPR: 0.9573, F1 score: 0.8966, Accuracy: 0.8995, Recall: 0.8711, Specificity: 0.9278, Precision: 0.9235, MCC: 0.8003
Epoch: 16, Train Loss: 0.3059, Valid Loss: 0.3023, Train AUC: 0.9411, Valid AUC: 0.9438, AUPR: 0.9556, F1 score: 0.8865, Accuracy: 0.8918, Recall: 0.8454, Specificity: 0.9381, Precision: 0.9318, MCC: 0.7869
Epoch: 17, Train Loss: 0.3107, Valid Loss: 0.3362, Train AUC: 0.9396, Valid AUC: 0.9416, AUPR: 0.9542, F1 score: 0.8883, Accuracy: 0.8943, Recall: 0.8402, Specificity: 0.9485, Precision: 0.9422, MCC: 0.7933
Epoch: 18, Train Loss: 0.3094, Valid Loss: 0.3052, Train AUC: 0.9410, Valid AUC: 0.9422, AUPR: 0.9532, F1 score: 0.8802, Accuracy: 0.8814, Recall: 0.8711, Specificity: 0.8918, Precision: 0.8895, MCC: 0.7630
Epoch: 19, Train Loss: 0.3018, Valid Loss: 0.3021, Train AUC: 0.9433, Valid AUC: 0.9435, AUPR: 0.9547, F1 score: 0.8971, Accuracy: 0.8995, Recall: 0.8763, Specificity: 0.9227, Precision: 0.9189, MCC: 0.7998
Epoch: 20, Train Loss: 0.3027, Valid Loss: 0.2924, Train AUC: 0.9429, Valid AUC: 0.9454, AUPR: 0.9571, F1 score: 0.8883, Accuracy: 0.8918, Recall: 0.8608, Specificity: 0.9227, Precision: 0.9176, MCC: 0.7850
Epoch: 21, Train Loss: 0.2988, Valid Loss: 0.2923, Train AUC: 0.9442, Valid AUC: 0.9465, AUPR: 0.9574, F1 score: 0.8919, Accuracy: 0.8969, Recall: 0.8505, Specificity: 0.9433, Precision: 0.9375, MCC: 0.7973
Epoch: 22, Train Loss: 0.2990, Valid Loss: 0.2945, Train AUC: 0.9460, Valid AUC: 0.9453, AUPR: 0.9559, F1 score: 0.8784, Accuracy: 0.8737, Recall: 0.9124, Specificity: 0.8351, Precision: 0.8469, MCC: 0.7497
Epoch: 23, Train Loss: 0.3039, Valid Loss: 0.2921, Train AUC: 0.9431, Valid AUC: 0.9472, AUPR: 0.9585, F1 score: 0.8871, Accuracy: 0.8918, Recall: 0.8505, Specificity: 0.9330, Precision: 0.9270, MCC: 0.7862
Epoch: 24, Train Loss: 0.2970, Valid Loss: 0.2961, Train AUC: 0.9463, Valid AUC: 0.9477, AUPR: 0.9580, F1 score: 0.8852, Accuracy: 0.8918, Recall: 0.8351, Specificity: 0.9485, Precision: 0.9419, MCC: 0.7886
Epoch: 25, Train Loss: 0.2937, Valid Loss: 0.2990, Train AUC: 0.9476, Valid AUC: 0.9472, AUPR: 0.9575, F1 score: 0.8844, Accuracy: 0.8814, Recall: 0.9072, Specificity: 0.8557, Precision: 0.8627, MCC: 0.7639
Epoch: 26, Train Loss: 0.2940, Valid Loss: 0.2914, Train AUC: 0.9466, Valid AUC: 0.9477, AUPR: 0.9587, F1 score: 0.8936, Accuracy: 0.8969, Recall: 0.8660, Specificity: 0.9278, Precision: 0.9231, MCC: 0.7953
Epoch: 27, Train Loss: 0.2892, Valid Loss: 0.2929, Train AUC: 0.9485, Valid AUC: 0.9494, AUPR: 0.9589, F1 score: 0.9032, Accuracy: 0.9072, Recall: 0.8660, Specificity: 0.9485, Precision: 0.9438, MCC: 0.8172
Epoch: 28, Train Loss: 0.2903, Valid Loss: 0.3089, Train AUC: 0.9482, Valid AUC: 0.9419, AUPR: 0.9541, F1 score: 0.8830, Accuracy: 0.8866, Recall: 0.8557, Specificity: 0.9175, Precision: 0.9121, MCC: 0.7747
