python C:/Users/Administrator/Desktop/NPNS-test/seal_link_pred.py --dataset f_data --num_hops 1 --epochs 100 --model GCN --batch_size 32 --use_feature --hidden_channels 512
Epoch: 01, Train Loss: 0.3890, Valid Loss: 0.3256, Train AUC: 0.9122, Valid AUC: 0.9280, AUPR: 0.9420, F1 score: 0.8698, Accuracy: 0.8634, Recall: 0.9124, Specificity: 0.8144, Precision: 0.8310, MCC: 0.7303
Epoch: 02, Train Loss: 0.3697, Valid Loss: 0.3409, Train AUC: 0.9197, Valid AUC: 0.9267, AUPR: 0.9431, F1 score: 0.8702, Accuracy: 0.8686, Recall: 0.8814, Specificity: 0.8557, Precision: 0.8593, MCC: 0.7374
Epoch: 03, Train Loss: 0.3548, Valid Loss: 0.3341, Train AUC: 0.9240, Valid AUC: 0.9312, AUPR: 0.9443, F1 score: 0.8672, Accuracy: 0.8634, Recall: 0.8918, Specificity: 0.8351, Precision: 0.8439, MCC: 0.7280
Epoch: 04, Train Loss: 0.3532, Valid Loss: 0.3192, Train AUC: 0.9238, Valid AUC: 0.9330, AUPR: 0.9463, F1 score: 0.8713, Accuracy: 0.8660, Recall: 0.9072, Specificity: 0.8247, Precision: 0.8381, MCC: 0.7345
Epoch: 05, Train Loss: 0.3396, Valid Loss: 0.3130, Train AUC: 0.9290, Valid AUC: 0.9345, AUPR: 0.9484, F1 score: 0.8773, Accuracy: 0.8789, Recall: 0.8660, Specificity: 0.8918, Precision: 0.8889, MCC: 0.7580
Epoch: 06, Train Loss: 0.3469, Valid Loss: 0.3130, Train AUC: 0.9273, Valid AUC: 0.9359, AUPR: 0.9496, F1 score: 0.8788, Accuracy: 0.8763, Recall: 0.8969, Specificity: 0.8557, Precision: 0.8614, MCC: 0.7532
Epoch: 07, Train Loss: 0.3401, Valid Loss: 0.3197, Train AUC: 0.9287, Valid AUC: 0.9376, AUPR: 0.9501, F1 score: 0.8788, Accuracy: 0.8763, Recall: 0.8969, Specificity: 0.8557, Precision: 0.8614, MCC: 0.7532
Epoch: 08, Train Loss: 0.3362, Valid Loss: 0.3316, Train AUC: 0.9301, Valid AUC: 0.9360, AUPR: 0.9500, F1 score: 0.8737, Accuracy: 0.8763, Recall: 0.8557, Specificity: 0.8969, Precision: 0.8925, MCC: 0.7532
Epoch: 09, Train Loss: 0.3420, Valid Loss: 0.3218, Train AUC: 0.9285, Valid AUC: 0.9379, AUPR: 0.9514, F1 score: 0.8821, Accuracy: 0.8814, Recall: 0.8866, Specificity: 0.8763, Precision: 0.8776, MCC: 0.7629
Epoch: 10, Train Loss: 0.3274, Valid Loss: 0.3074, Train AUC: 0.9319, Valid AUC: 0.9360, AUPR: 0.9497, F1 score: 0.8782, Accuracy: 0.8763, Recall: 0.8918, Specificity: 0.8608, Precision: 0.8650, MCC: 0.7529
Epoch: 11, Train Loss: 0.3305, Valid Loss: 0.3177, Train AUC: 0.9301, Valid AUC: 0.9355, AUPR: 0.9483, F1 score: 0.8804, Accuracy: 0.8789, Recall: 0.8918, Specificity: 0.8660, Precision: 0.8693, MCC: 0.7580
Epoch: 12, Train Loss: 0.3292, Valid Loss: 0.3132, Train AUC: 0.9316, Valid AUC: 0.9364, AUPR: 0.9506, F1 score: 0.8810, Accuracy: 0.8789, Recall: 0.8969, Specificity: 0.8608, Precision: 0.8657, MCC: 0.7582
Epoch: 13, Train Loss: 0.3254, Valid Loss: 0.3142, Train AUC: 0.9342, Valid AUC: 0.9348, AUPR: 0.9499, F1 score: 0.8808, Accuracy: 0.8814, Recall: 0.8763, Specificity: 0.8866, Precision: 0.8854, MCC: 0.7629
Epoch: 14, Train Loss: 0.3266, Valid Loss: 0.3110, Train AUC: 0.9323, Valid AUC: 0.9378, AUPR: 0.9526, F1 score: 0.8860, Accuracy: 0.8866, Recall: 0.8814, Specificity: 0.8918, Precision: 0.8906, MCC: 0.7732
Epoch: 15, Train Loss: 0.3215, Valid Loss: 0.3300, Train AUC: 0.9343, Valid AUC: 0.9363, AUPR: 0.9503, F1 score: 0.8713, Accuracy: 0.8660, Recall: 0.9072, Specificity: 0.8247, Precision: 0.8381, MCC: 0.7345
Epoch: 16, Train Loss: 0.3195, Valid Loss: 0.3086, Train AUC: 0.9356, Valid AUC: 0.9375, AUPR: 0.9523, F1 score: 0.8837, Accuracy: 0.8840, Recall: 0.8814, Specificity: 0.8866, Precision: 0.8860, MCC: 0.7681
