python C:/Users/Administrator/Desktop/NPNS-test/seal_link_pred.py --dataset dn_data --num_hops 1 --epochs 10 --model GCN --batch_size 32 --hidden_channels 256 --dropout 0.5
Epoch: 01, Train Loss: 0.3875, Valid Loss: 0.3138, Train AUC: 0.9100, Valid AUC: 0.9248, AUPR: 0.9470, F1 score: 0.8757, Accuracy: 0.8861, Recall: 0.8020, Specificity: 0.9703, Precision: 0.9643, MCC: 0.7835
Epoch: 02, Train Loss: 0.3754, Valid Loss: 0.3104, Train AUC: 0.9164, Valid AUC: 0.9325, AUPR: 0.9486, F1 score: 0.8710, Accuracy: 0.8812, Recall: 0.8020, Specificity: 0.9604, Precision: 0.9529, MCC: 0.7721
Epoch: 03, Train Loss: 0.3764, Valid Loss: 0.3041, Train AUC: 0.9166, Valid AUC: 0.9305, AUPR: 0.9508, F1 score: 0.8732, Accuracy: 0.8663, Recall: 0.9208, Specificity: 0.8119, Precision: 0.8304, MCC: 0.7371
Epoch: 04, Train Loss: 0.3697, Valid Loss: 0.3668, Train AUC: 0.9166, Valid AUC: 0.9313, AUPR: 0.9459, F1 score: 0.8723, Accuracy: 0.8812, Recall: 0.8119, Specificity: 0.9505, Precision: 0.9425, MCC: 0.7698
Epoch: 05, Train Loss: 0.3606, Valid Loss: 0.3199, Train AUC: 0.9188, Valid AUC: 0.9423, AUPR: 0.9535, F1 score: 0.8710, Accuracy: 0.8812, Recall: 0.8020, Specificity: 0.9604, Precision: 0.9529, MCC: 0.7721
Epoch: 06, Train Loss: 0.3659, Valid Loss: 0.3271, Train AUC: 0.9176, Valid AUC: 0.9465, AUPR: 0.9537, F1 score: 0.8732, Accuracy: 0.8663, Recall: 0.9208, Specificity: 0.8119, Precision: 0.8304, MCC: 0.7371
Epoch: 07, Train Loss: 0.3615, Valid Loss: 0.3710, Train AUC: 0.9193, Valid AUC: 0.9264, AUPR: 0.9428, F1 score: 0.8723, Accuracy: 0.8812, Recall: 0.8119, Specificity: 0.9505, Precision: 0.9425, MCC: 0.7698
Epoch: 08, Train Loss: 0.3597, Valid Loss: 0.4039, Train AUC: 0.9204, Valid AUC: 0.9263, AUPR: 0.9429, F1 score: 0.8710, Accuracy: 0.8812, Recall: 0.8020, Specificity: 0.9604, Precision: 0.9529, MCC: 0.7721
Epoch: 09, Train Loss: 0.3648, Valid Loss: 0.3581, Train AUC: 0.9174, Valid AUC: 0.9456, AUPR: 0.9529, F1 score: 0.8732, Accuracy: 0.8663, Recall: 0.9208, Specificity: 0.8119, Precision: 0.8304, MCC: 0.7371
Epoch: 10, Train Loss: 0.3537, Valid Loss: 0.3346, Train AUC: 0.9219, Valid AUC: 0.9174, AUPR: 0.9386, F1 score: 0.8723, Accuracy: 0.8812, Recall: 0.8119, Specificity: 0.9505, Precision: 0.9425, MCC: 0.7698
------------------------------------------------------------------------------------------------------
