0,6847
1,6848
2,6849
2,6850
3,6851
4,6852
5,6853
5,6854
6,6855
7,6856
8,6857
8,6858
9,6859
10,6860
10,6861
11,6862
11,6863
11,6864
11,6865
11,6866
11,6867
11,6868
11,6869
11,6870
11,6871
11,6872
12,6873
12,6874
12,6875
13,6876
13,6855
14,6877
14,6867
15,6878
16,6879
16,6880
17,6867
18,6855
19,6859
20,6867
21,6881
22,6882
22,6883
22,6884
22,6870
22,6885
22,6872
23,6867
23,6886
24,6887
25,6888
26,6887
27,6880
28,6880
29,6889
30,6890
30,6891
30,6892
31,6893
31,6894
31,6895
31,6896
31,6897
32,6898
33,6859
34,6899
34,6900
34,6901
34,6902
35,6903
35,6904
36,6905
36,6906
37,6884
37,6907
38,6908
39,6909
39,6910
40,6888
40,6911
40,6912
40,6913
41,6914
42,6915
43,6901
43,6885
44,6916
45,6890
45,6917
45,6918
46,6917
47,6879
47,6919
48,6920
48,6921
49,6877
49,6859
50,6877
50,6920
51,6903
51,6922
51,6856
51,6923
51,6924
51,6925
51,6926
51,6927
51,6881
52,6855
53,6855
53,6898
54,6928
55,6905
56,6929
57,6930
57,6931
57,6932
58,6920
58,6921
59,6933
60,6934
60,6935
61,6936
62,6937
62,6938
62,6939
63,6940
64,6941
65,6942
66,6867
67,6943
68,6944
68,6945
68,6888
68,6946
68,6947
68,6948
68,6949
68,6950
68,6861
69,6884
70,6930
70,6856
70,6878
70,6859
71,6894
72,6951
72,6952
72,6953
72,6890
72,6954
72,6915
72,6901
72,6891
73,6955
73,6888
73,6899
73,6865
73,6956
73,6957
74,6958
74,6899
74,6902
75,6855
76,6865
77,6959
77,6913
78,6856
79,6861
80,6894
80,6896
80,6960
81,6961
82,6888
82,6962
82,6963
82,6964
83,6965
84,6966
84,6901
85,6848
86,6967
87,6968
88,6905
88,6969
89,6862
89,6970
90,6861
91,6961
92,6887
92,6971
93,6867
94,6896
95,6972
96,6961
97,6973
97,6966
97,6974
97,6975
97,6913
98,6973
98,6975
99,6970
100,6976
101,6950
101,6977
102,6978
103,6880
103,6865
103,6896
103,6979
103,6980
103,6981
103,6982
103,6870
103,6937
103,6983
104,6984
104,6975
104,6985
105,6890
